master_run_number,run_number,current_repeats,total_repeats,var1,var_def,avg_f2,avg_f1,avg_f2bckgd,avg_f1bckgd,fraction,CA_phase,timestamp
15676,1,1,1,25.067800000000002,NOT-SET,160.68783919694488,181.50476597389653,123.39941317266064,144.32536927396467,0.5007320566142786,-2.1171130794536057,18-08-2023 19:42:43
15676,2,1,1,25.0621,NOT-SET,160.74441845608575,186.6311973767646,125.20581828116846,147.04723883785513,0.4730749429116051,-2.12809520140596,18-08-2023 19:42:43
15676,3,1,1,25.0611,NOT-SET,163.91765763238772,182.90997378799133,123.96812317464193,145.62145222327342,0.5172260478193156,-2.1729256189145825,18-08-2023 19:42:44
15676,4,1,1,25.0619,NOT-SET,160.7211009432277,185.34094261502938,123.9763583279926,144.68396176030762,0.47472770589530106,-2.1171819415219852,18-08-2023 19:42:44
15676,5,1,1,25.0655,NOT-SET,157.88150794355653,194.0583852995731,126.36552164125638,148.66042817468795,0.409756474547901,-2.1757372306580653,18-08-2023 19:42:44
15676,6,1,1,25.0645,NOT-SET,156.78044127021462,194.2726930550045,125.24360310242447,147.8140163884396,0.40434168855436503,-2.294535485122934,18-08-2023 19:42:44
15676,7,1,1,25.0695,NOT-SET,164.74097157903796,182.8953927223528,124.9369647453085,146.5484519486068,0.5226987724289599,-2.0427587439030113,18-08-2023 19:42:44
15676,8,1,1,25.0656,NOT-SET,154.0011994802938,188.6630519187665,122.38309836503142,144.3973738822596,0.41666481913118014,-2.2019221037586663,18-08-2023 19:42:44
15676,9,1,1,25.0653,NOT-SET,153.68161239229795,189.04860242181329,123.22405284837001,144.778378398999,0.4075801273662176,-2.2418483797322297,18-08-2023 19:42:44
15676,10,1,1,25.0667,NOT-SET,156.63470681485174,186.86347714333186,123.65664060967264,145.8145771660512,0.44548720426953087,-2.1729226216526087,18-08-2023 19:42:44
15676,11,1,1,25.0652,NOT-SET,154.57727920972835,189.90549434898932,123.24585178370998,145.49413281655325,0.41365558169773653,-2.162601835759421,18-08-2023 19:42:44
15676,12,1,1,25.0709,NOT-SET,160.51604399191703,179.21757323594537,121.6860168549368,142.73363826410719,0.515575413239794,-2.217261947789481,18-08-2023 19:42:44
15676,13,1,1,25.063,NOT-SET,157.39835536095342,188.40364458822054,124.30721772437523,146.20845667897578,0.4395371589285134,-2.153614861705424,18-08-2023 19:42:44
15676,14,1,1,25.0697,NOT-SET,165.19703469817367,181.00290604029124,123.90950825961662,144.2691007721183,0.5291825393823117,-2.1426371619884885,18-08-2023 19:42:44
15676,15,1,1,25.0668,NOT-SET,155.4702027903519,183.41352919434524,121.26602403405286,143.12513351847895,0.45916225901745616,-2.2310771722530824,18-08-2023 19:42:44
15676,16,1,1,25.0686,NOT-SET,165.83689468336703,183.60918674954135,125.31481295786847,146.1197622608112,0.5194372431961536,-2.213782430528557,18-08-2023 19:42:44
15676,17,1,1,25.066300000000002,NOT-SET,156.51469020455286,187.79598715509843,123.89013142820326,145.63337351603747,0.4362320130935585,-2.2098335648769827,18-08-2023 19:42:44
15676,18,1,1,25.0651,NOT-SET,154.35267669616903,191.6575958874613,124.25199375484722,146.93708609271522,0.4023015651127363,-2.2090711353144212,18-08-2023 19:42:44
15676,19,1,1,25.067600000000002,NOT-SET,162.03339685069557,185.74005690006547,124.51600308285387,146.04203543198952,0.48587958315336555,-2.179670560577677,18-08-2023 19:42:44
15676,20,1,1,25.0626,NOT-SET,160.9679922558425,188.1171096936959,125.28768539388982,146.485030671102,0.461508288144611,-2.0773004849456056,18-08-2023 19:42:44
15676,21,1,1,25.0648,NOT-SET,157.40829959437818,194.06075896142121,126.29721831052439,148.248428296762,0.4044422952101671,-2.0080081550781057,18-08-2023 19:42:44
15676,22,1,1,25.0702,NOT-SET,163.4866265491144,179.80895413068026,121.91950767346744,143.17043443098237,0.5315105104039317,-2.246320305649769,18-08-2023 19:42:44
15676,23,1,1,25.061,NOT-SET,161.56533207052996,179.76521093376465,122.27943231697007,142.4742309335612,0.5130256009370661,-2.2193877193519147,18-08-2023 19:42:44
15676,24,1,1,25.0701,NOT-SET,164.5115684010667,179.5976982261964,121.77418143786747,143.37881862849818,0.541279227409223,-1.9707224456154606,18-08-2023 19:42:44
15676,25,1,1,25.0688,NOT-SET,165.68361632678537,182.76484132070544,124.42541639599656,145.5351420636616,0.525663195953966,-2.183386245225636,18-08-2023 19:42:44
15676,26,1,1,25.066000000000003,NOT-SET,158.96782971906168,192.61994621960443,125.4737029754578,148.06197927793204,0.4291252823871681,-2.219312305031603,18-08-2023 19:42:44
15676,27,1,1,25.070600000000002,NOT-SET,162.59576039609598,180.33353339911767,122.83796948245934,144.03639713736382,0.5227510220600314,-2.180376112225351,18-08-2023 19:42:44
15676,28,1,1,25.0636,NOT-SET,154.94487294184373,189.09912750972353,122.63790369811672,145.1150357066561,0.42346991640227644,-2.1359634797788423,18-08-2023 19:42:44
15676,29,1,1,25.0664,NOT-SET,157.80023955315417,187.14526471416025,123.234225684862,145.59617908261362,0.4541282097169876,-2.2291591471281085,18-08-2023 19:42:44
15676,30,1,1,25.0671,NOT-SET,159.9577953017269,188.04318708185403,125.68491043786311,146.88701666310618,0.4543724528360171,-2.1569509239762215,18-08-2023 19:42:44
15676,31,1,1,25.0624,NOT-SET,156.98618403072697,185.9811531249258,122.59188372351007,143.9209990234077,0.44986653260699105,-2.363732992698232,18-08-2023 19:42:44
15676,32,1,1,25.069000000000003,NOT-SET,163.24590751931498,181.59971244782184,124.29946699180991,144.94384594256417,0.5151488368023925,-2.1781168498967913,18-08-2023 19:42:44
15676,33,1,1,25.0698,NOT-SET,161.95830074310854,178.43596029881013,122.50565682372073,143.36165196691792,0.5293741757527753,-2.1732020615270105,18-08-2023 19:42:44
15676,34,1,1,25.0673,NOT-SET,159.41326279557092,185.06661512429508,124.31399961536988,145.1579523606067,0.46794072411037557,-2.03457289445564,18-08-2023 19:42:44
15676,35,1,1,25.0618,NOT-SET,160.89255324365465,187.26428690111666,124.32126592714988,145.36156804101688,0.46603058895963134,-2.2906098793961736,18-08-2023 19:42:44
15676,36,1,1,25.0638,NOT-SET,154.0039427171006,189.11336948081234,122.2183952980181,143.972975859859,0.4131967316791072,-2.2504012375279636,18-08-2023 19:42:45
15676,37,1,1,25.069300000000002,NOT-SET,165.16034390588234,180.36947742138938,122.94696415915936,143.81847590563677,0.5359450435603689,-2.1390122878078466,18-08-2023 19:42:45
15676,38,1,1,25.0696,NOT-SET,164.37612108372943,180.859469045754,124.93115169588451,145.60619296853542,0.5280575084764663,-2.230685516941329,18-08-2023 19:42:45
15676,39,1,1,25.0694,NOT-SET,165.60371955478638,181.4620400606301,124.29995141259523,145.40257728812526,0.5338940431241096,-2.2123946626842006,18-08-2023 19:42:45
15676,40,1,1,25.0644,NOT-SET,153.69429986252956,189.28868136302444,123.40522622208465,145.47362819299906,0.40873666480022974,-2.1963486658849884,18-08-2023 19:42:45
15676,41,1,1,25.0633,NOT-SET,153.06506991996264,189.13778428839314,123.03755084601669,145.20420697653125,0.40599072406000514,-2.2386221488763844,18-08-2023 19:42:45
15676,42,1,1,25.0614,NOT-SET,163.24385009170985,184.70141029423232,124.64340574939654,145.82697531052582,0.49823174528455727,-2.1129609816852675,18-08-2023 19:42:45
15676,43,1,1,25.066200000000002,NOT-SET,156.230422290445,188.91296460191998,123.97442064485125,146.22848445081942,0.4304215942072659,-2.196406171530483,18-08-2023 19:42:45
15676,44,1,1,25.0669,NOT-SET,156.87576874925205,187.30226549068675,122.92080543675137,144.671563615833,0.44335925305911184,-2.1974789988462073,18-08-2023 19:42:45
15676,45,1,1,25.0617,NOT-SET,161.9044647207745,183.51898759931237,123.94583981851659,145.19800790429395,0.4976248251765752,-2.1616815951849015,18-08-2023 19:42:45
15676,46,1,1,25.070800000000002,NOT-SET,162.84950980072784,181.45288450778727,123.92452530396191,145.64004943998538,0.5208204457067106,-2.1888674013702603,18-08-2023 19:42:45
15676,47,1,1,25.0666,NOT-SET,156.55000937844082,188.9010962926793,123.76951065265527,145.515114291818,0.4303795897230852,-2.1691495353093613,18-08-2023 19:42:45
15676,48,1,1,25.0631,NOT-SET,156.4245062945283,186.74309857817659,122.7890429831407,144.61720252082887,0.44396594242299264,-2.2485232884703152,18-08-2023 19:42:45
15676,49,1,1,25.0681,NOT-SET,162.12083752391334,182.6383590536549,124.31157751144322,145.69727164525284,0.5058071476188594,-2.273952667862263,18-08-2023 19:42:45
15676,50,1,1,25.0639,NOT-SET,151.58132171206782,188.49757377849664,121.24180299478617,142.53002258369702,0.39759774228309297,-2.2851542722367486,18-08-2023 19:42:45
15676,51,1,1,25.0628,NOT-SET,158.61669540778732,189.67660552791935,122.9053039716207,144.23381374553665,0.4400437539984274,-2.1613187920681938,18-08-2023 19:42:45
15676,52,1,1,25.0658,NOT-SET,155.60942205829858,189.88311410870693,122.89658439748469,144.2881748405408,0.417746984319096,-2.196008471207931,18-08-2023 19:42:45
15676,53,1,1,25.067700000000002,NOT-SET,161.29306581745197,184.6122284276525,123.49968827522466,145.1646282845546,0.4892918069498694,-2.2001729535471988,18-08-2023 19:42:45
15676,54,1,1,25.0622,NOT-SET,160.58908267189892,186.28667731423556,123.3538776188393,144.7364154484695,0.4726151473015173,-2.1526410122006023,18-08-2023 19:42:45
15676,55,1,1,25.064,NOT-SET,155.39819282417255,193.0339806648288,123.64307682768332,146.4382992034669,0.40529410072146266,-2.156902488301897,18-08-2023 19:42:45
15676,56,1,1,25.0615,NOT-SET,163.82713081776234,184.17513555304626,124.29316952160055,145.248077333903,0.5038675451884751,-2.140236744506804,18-08-2023 19:42:45
15676,57,1,1,25.0625,NOT-SET,158.35814533874344,186.60135705638805,122.8558930515167,144.65773491622667,0.45841373152178716,-2.157691780079,18-08-2023 19:42:45
15676,58,1,1,25.0654,NOT-SET,157.82081382920538,194.65146166705662,127.05921220585364,148.4868541520432,0.3998845382855361,-2.1317912952586133,18-08-2023 19:42:45
15676,59,1,1,25.068,NOT-SET,164.5009383584402,184.14054790897347,125.07163372363118,146.76541947691277,0.5133727710805434,-2.243407966422451,18-08-2023 19:42:45
15676,60,1,1,25.069200000000002,NOT-SET,166.12596326188688,181.53189353787513,123.5384419380513,144.53232291634876,0.5351058856764451,-2.1888516834901277,18-08-2023 19:42:45
15676,61,1,1,25.070300000000003,NOT-SET,165.40689231389624,181.78282350467782,123.71913089098064,145.5504013183996,0.535005944441805,-2.1893315449234785,18-08-2023 19:42:45
15676,62,1,1,25.0684,NOT-SET,162.48431640081847,181.91371400087488,123.72833488590194,144.51134144108403,0.50888680546981,-2.2620369502361513,18-08-2023 19:42:45
15676,63,1,1,25.065,NOT-SET,154.2851244898008,191.3008684211419,122.5807420454474,144.69111453596605,0.4048360095672651,-2.062762428469059,18-08-2023 19:42:45
15676,64,1,1,25.0682,NOT-SET,162.33721032705213,183.03442148774346,123.3320786834993,145.11455885494553,0.5070540727429638,-2.077231769829745,18-08-2023 19:42:45
15676,65,1,1,25.064700000000002,NOT-SET,155.24560027679257,191.2859482609536,123.9284006702446,146.59899822992648,0.41204591796479106,-2.3344905636096374,18-08-2023 19:42:45
15676,66,1,1,25.0627,NOT-SET,160.8764367274145,188.44840506878532,123.8484712406646,144.94623020111698,0.45980256986747425,-2.0247415868986844,18-08-2023 19:42:45
15676,67,1,1,25.062,NOT-SET,158.8368401615355,183.60003119669855,121.65065413760746,143.07458723715936,0.4785150695184133,-2.1322401243024505,18-08-2023 19:42:45
15676,68,1,1,25.068900000000003,NOT-SET,164.64152924479035,181.06021301919614,123.47837376067,145.13410977507857,0.5339674575057526,-2.2505116086476944,18-08-2023 19:42:45
15676,69,1,1,25.0657,NOT-SET,153.56022416359562,188.54233425906148,121.92289861896478,143.5538232062746,0.41288065422175124,-2.145948842280532,18-08-2023 19:42:46
15676,70,1,1,25.0623,NOT-SET,159.3834300952966,187.1262754193752,123.96231012521793,145.77070680867945,0.4613525358392241,-2.2190734741149507,18-08-2023 19:42:46
15676,71,1,1,25.0612,NOT-SET,163.79626940368547,184.44403753098476,124.56832052766985,145.49317911313213,0.5017721583876397,-2.319262512494643,18-08-2023 19:42:46
15676,72,1,1,25.0699,NOT-SET,167.0442617829736,184.44505481463398,126.2376345539284,147.2513313699759,0.5231595355224804,-2.1555825354314875,18-08-2023 19:42:46
15676,73,1,1,25.0685,NOT-SET,162.85842532035005,182.57901750745162,123.43962009784332,145.51225318155463,0.5153757166907232,-2.092617544160823,18-08-2023 19:42:46
15676,74,1,1,25.0616,NOT-SET,163.0730836004846,184.96013943567883,122.62773086162471,144.66488769188513,0.5009295260793994,-2.206699633940283,18-08-2023 19:42:46
15676,75,1,1,25.0635,NOT-SET,155.2202253363294,188.77156217468118,122.39956867173272,144.9648274178289,0.42831494137760473,-2.1493793972184108,18-08-2023 19:42:46
15676,76,1,1,25.0679,NOT-SET,161.95315717409576,182.62411708256616,122.74447627089006,143.320165868099,0.4993932803633518,-2.2169345064368393,18-08-2023 19:42:46
15676,77,1,1,25.063200000000002,NOT-SET,156.02673695753776,188.7118815339281,123.32626563407534,143.91146198919645,0.4219367152704887,-2.3448350868586987,18-08-2023 19:42:46
15676,78,1,1,25.067500000000003,NOT-SET,160.69435438436108,186.44299990166257,124.27379269018722,145.04303109836115,0.4680071115083885,-2.1292048555676435,18-08-2023 19:42:46
15676,79,1,1,25.0642,NOT-SET,153.94770636256055,190.78137557095042,123.83200093396327,145.42260505996887,0.39901841057772225,-2.239519078285831,18-08-2023 19:42:46
15676,80,1,1,25.0629,NOT-SET,157.60375521686487,190.049609532626,123.8048733699846,145.7816743980224,0.4329481225665547,-2.1301740685306285,18-08-2023 19:42:46
15676,81,1,1,25.0659,NOT-SET,155.63788314016946,191.6657341566549,123.39166244009532,146.02343821527757,0.4140048121408571,-2.0580133931117017,18-08-2023 19:42:46
15676,82,1,1,25.066100000000002,NOT-SET,154.58756634775395,187.92043485485055,123.02253380167133,145.2371097445601,0.4251276868933308,-2.1361205563775605,18-08-2023 19:42:46
15676,83,1,1,25.0687,NOT-SET,163.6183019158423,180.72857854955697,123.64065472375663,144.30534150212105,0.52326157727119,-2.1521006262385862,18-08-2023 19:42:46
15676,84,1,1,25.0665,NOT-SET,156.51331858614947,187.24021118808557,122.81084191848072,144.47271645252846,0.44072824991597975,-2.238808288124186,18-08-2023 19:42:46
15676,85,1,1,25.0637,NOT-SET,154.70758295805283,190.68609000247537,123.91338362589927,146.05443357646413,0.4082711296095584,-2.18273753647118,18-08-2023 19:42:46
15676,86,1,1,25.064600000000002,NOT-SET,155.41396643581186,192.57891577908669,123.51082995328728,145.20611438337352,0.4024315238190628,-2.1739501793607956,18-08-2023 19:42:46
15676,87,1,1,25.067,NOT-SET,159.82920607640665,185.26837638138642,123.08599292455003,144.9295403912473,0.47667665248715124,-2.183170935057873,18-08-2023 19:42:46
15676,88,1,1,25.0613,NOT-SET,160.89015291144867,180.4783267718538,122.16510901163143,143.42030472731713,0.510998643526145,-2.161144540013733,18-08-2023 19:42:46
15676,89,1,1,25.0683,NOT-SET,157.82630030281905,177.93003123060802,119.90673931040764,141.15239799188208,0.507643712494421,-2.1552341334263794,18-08-2023 19:42:46
15676,90,1,1,25.070400000000003,NOT-SET,160.81539970846254,178.50310101965732,121.14055905065153,142.2734763634144,0.5226944224382158,-2.134461929767776,18-08-2023 19:42:46
15676,91,1,1,25.069100000000002,NOT-SET,162.24565479862412,178.00598840974828,120.80049565934755,142.46612445448164,0.5383535325874865,-2.205962806947242,18-08-2023 19:42:46
15676,92,1,1,25.070500000000003,NOT-SET,163.98006626974316,180.77333903012178,122.7018472417807,144.18803598132268,0.5301355233747125,-2.1779980443380023,18-08-2023 19:42:46
15676,93,1,1,25.0672,NOT-SET,158.948284156813,183.19243954791915,122.89464671434335,143.9238601336711,0.47865874036943146,-2.354982507748338,18-08-2023 19:42:46
15676,94,1,1,25.0641,NOT-SET,151.30048284396844,188.75359016354528,120.49579498537292,142.17286065248572,0.3980683816880837,-2.2662146393380658,18-08-2023 19:42:46
15676,95,1,1,25.0643,NOT-SET,151.88102033321414,189.16660732512045,120.46818300060893,142.87335581530198,0.40425194216512095,-2.155440190226918,18-08-2023 19:42:46
15676,96,1,1,25.0674,NOT-SET,156.99990021476114,180.2440124379881,119.65096513575166,140.23302789391767,0.48279438837300226,-2.182696540600252,18-08-2023 19:42:46
15676,97,1,1,25.0634,NOT-SET,152.73828183534886,186.1785061528706,120.39116009574093,141.70268486587116,0.4210606944386993,-2.114185264885175,18-08-2023 19:42:46
15676,98,1,1,25.07,NOT-SET,162.70446115456664,179.7994594832877,121.13716810515417,143.0130733664968,0.5305085031328288,-2.2359959924930326,18-08-2023 19:42:46
15676,99,1,1,25.070700000000002,NOT-SET,162.77818564375022,182.83774664889813,122.54005069947938,143.73645741142002,0.507164443897327,-2.221230815861983,18-08-2023 19:42:46
15676,100,1,1,25.0649,NOT-SET,151.4623338155715,188.6071013180605,120.33157633914495,142.37838373973813,0.40241686560559853,-2.2649866595982133,18-08-2023 19:42:46
